Article ID,Website,Headline,URL,Caption,Caption Main Entities,Article Main Entities,Match Rate
54FOX,Ryan facing Catholic prof complaints over budget comments ahead of Georgetown speech,http://www.foxnews.com/politics/2012/04/25/gop-ryan-set-for-georgetown-speech-says-budget-addresses-poor-needs,"          April 15, 2010: Rep. Paul Ryan, R-Wis., chairman of the House Budget Committee, speaks on Capitol Hill.
          (AP)",,"['Paul Ryan', 'Catholics']",
54NYT,Georgetown Faculty Latest to Chide Ryan ,http://thecaucus.blogs.nytimes.com/2012/04/24/georgetown-faculty-latest-to-chide-ryan/,NONE,,"['Paul Ryan', 'Catholics']",
55FOX,Former Mexican President Fox to Trump: We won't pay for 'that f***ing wall!',http://latino.foxnews.com/latino/politics/2016/02/25/former-mexican-president-fox-to-trump-wont-pay-for-that-fing-wall/,HTTP Error,,"['Vicente Fox', 'Felipe Calder', 'Donald Trump']",
55NYT,"Vicente Fox and Felipe Calderón, 2 Ex-Presidents of Mexico, Say No Way Country Is Paying for Donald Trump's Wall",https://www.nytimes.com/politics/first-draft/2016/02/25/2-ex-presidents-of-mexico-say-no-way-theyre-paying-for-donald-trumps-wall/,"Vicente Fox, the former president of Mexico, in 2014.",,"['Vicente Fox', 'Felipe Calder', 'Donald Trump']",
56FOX,Schumer bashed by the left over shutdown-ending deal,http://www.foxnews.com/politics/2018/01/23/schumer-bashed-by-left-over-shutdown-ending-deal.html,"Senate passes bill to end shutdown, House to vote soon; reaction and analysis on 'The Five.'",,"['Chuck Schumer', 'Democratic Lawmakers', 'Republican Lawmakers']",
56NYT,Senate Democrats’ Vote to End Shutdown Infuriates Some on the Left,https://www.nytimes.com/2018/01/22/us/politics/liberal-activists-democrats-betrayal-shutdown.html,"Recipients of the Deferred Action for Childhood Arrivals program and their supporters protested Monday in Anaheim, Calif.",,"['Democratic Lawmakers', 'Republican Lawmakers']",
57FOX,Ginsburg under fire from both sides over ‘highly inappropriate’ Trump comments,http://www.foxnews.com/politics/2016/07/13/ginsburg-under-fire-from-both-sides-over-highly-inappropriate-trump-comments.html,Bias Bash: Ellen Ratner on why the media should be holding Supreme Court Justice Ruth Bader Ginsburg to task for her recent comments on Donald Trump,,"['Ruth Bader Ginsburg', 'Donald Trump']",
57NYT,Donald Trump Rebukes Ruth Bader Ginsburg for Deriding His Candidacy,https://www.nytimes.com/2016/07/13/us/politics/ruth-bader-ginsburg-donald-trump.html,Supreme Court Justice Ruth Bader Ginsburg in Washington in 2015.,,"['Ruth Bader Ginsburg', 'Donald Trump']",
58FOX,Trump’s immigration offer brings sharp reactions from Dems and GOP,https://www.foxnews.com/politics/trumps-immigration-offer-brings-polarized-reactions-from-dems-and-gop.print,NONE,,"['Donald Trump', 'Democractic lawmakers', 'Republican lawmakers']",
58NYT,Trump Offers Temporary Protections for ‘Dreamers’ in Exchange for Wall Funding,https://www.nytimes.com/2019/01/19/us/politics/trump-proposal-daca-wall.html,"In a White House address, President Trump announced a plan that would provide temporary protection from deportation for some immigrants in exchange for $5.7 billion in funding for a wall on the U.S.-Mexico border.",,"['Donald Trump', 'Democractic lawmakers', 'Republican lawmakers']",
59FOX,"Obama, Boehner meet on fiscal crisis for first time in weeks",http://www.foxnews.com/politics/2012/12/10/obama-boehner-meet-on-fiscal-crisis-for-first-time-in-weeks/,"          Nov. 16, 2012: President Obama and House Speaker John Boehner meet at the White House.
          (AP)",,"['Barack Obama', 'John Boehner']",
59NYT,Obama and Boehner Talk Deficits at the White House,http://thecaucus.blogs.nytimes.com/2012/12/09/officials-foresee-progress-on-fiscal-talks/,NONE,,"['Barack Obama', 'John Boehner']",
05FOX,Donald Trump Jr. releases messages with WikiLeaks from before election,http://www.foxnews.com/politics/2017/11/13/donald-trump-jr-releases-messages-with-wikileaks-from-before-election.html,President Trump's eldest son corresponded with WikiLeaks before the 2016 presidential election; Rep. Ron DeSantis weighs in.,,"['Donald Trump Jr.', 'WikiLeaks']",
05NYT,Donald Trump Jr. Communicated With WikiLeaks During Campaign,https://mobile.nytimes.com/2017/11/13/us/politics/donald-trump-jr-wikileaks-emails-democrats.html,Donald Trump Jr. at the third presidential debate last year.,,"['Donald Trump Jr.', 'WikiLeaks']",
60FOX,"Trump vows birthright citizenship ‘will be ended one way or the other,’ as Hill debate rages",https://www.foxnews.com/politics/trump-promises-birthright-citizenship-will-be-ended-one-way-or-the-other,NONE,,"['Trump', 'birthright citizenship']",
60NYT,President Wants to Use Executive Order to End Birthright Citizenship,https://www.nytimes.com/2018/10/30/us/politics/trump-birthright-citizenship.html,"President Trump at a political rally last week in Charlotte, N.C.",,"['Trump', 'birthright citizenship']",
61FOX,Romney calls on Rep. Akin to drop Senate bid over 'rape' comments,http://www.foxnews.com/politics/2012/08/21/rep-akin-appeals-for-forgiveness-in-new-ad-as-pressure-over-rape-comment-builds/,"Steve Centanni reports from Washington, D.C.",,"['Mitt Romney', 'Todd Akin']",
61NYT,"With Abortion in the Spotlight, a Challenge for Romney",http://thecaucus.blogs.nytimes.com/2012/08/21/with-abortion-in-the-spotlight-a-challenge-for-romney/,NONE,,"['Mitt Romney', 'Todd Akin']",
62FOX,Obama administration defends 2nd mass surveillance project,http://www.foxnews.com/politics/2013/06/07/intelligence-officials-reportedly-mining-data-from-us-internet-companies/,Fox News confirms agency tapped into online records,,"['National Security Agency programs', 'internet companies']",
62NYT,White House Plays Down Data Program,http://www.nytimes.com/2013/06/09/us/politics/officials-say-congress-was-fully-briefed-on-surveillance.html,"From left, Assistant Attorney General Ronald Weich and Senators Ron Wyden, Mark Udall and Richard J. Durbin. Mr. Wyden and Mr. Udall have criticized techniques that Mr. Weich defends.",,['National Security Agency programs'],
63FOX,Ocasio-Cortez defends Tlaib after impeachment remarks: ‘I got your back’,https://www.foxnews.com/politics/ocasio-cortez-defends-tlaib-after-impeachment-remarks-i-got-your-back.print,"      Rep. Alexandria Ocasio-Cortez took a stand for fellow House freshman  Rashida Tlaib on Saturday after the latter’s expletive-laced comments in favor of impeaching the president.
      ",,"['Alexandria Ocasio-Cortez', 'Rashida Tlaib']",
63NYT,Rashida Tlaib's Expletive-Laden Cry to Impeach Trump Upends Democrats' Talking Points,https://www.nytimes.com/2019/01/04/us/politics/tlaib-impeach-trump.html,"Representative Rashida Tlaib, Democrat of Michigan, made no apologies for the remarks she made hours after being sworn in on Thursday.",,"['Rashida Tlaib', 'Donald Trump', 'Nancy Pelosi', 'Republican Lawmakers', 'Democratic Lawmakers']",
64FOX,"Trump takes on Obama, Clinton over ‘radical Islam’ as candidates condemn terror",http://www.foxnews.com/politics/2016/06/13/trump-takes-on-obama-clinton-over-radical-islam-as-candidates-condemn-terror.html,Which candidate has the clearest plan for our economy?,,"['Donald Trump', 'Barack Obama', 'Hillary Clinton']",
64NYT,"After Nightclub Massacre, Obama Expresses Outrage and a Familiar Lament",https://www.nytimes.com/2016/06/13/us/politics/president-obama-expresses-outrage-over-massacre-at-nightclub.html,The president described the mass shooting at a Florida nightclub on Sunday as an “act of terror.”,,"['Barack Obama', 'Hillary Clinton', 'Donald Trump']",
65FOX,Arkansas governor seeks changes in religious freedom bill,http://www.foxnews.com/politics/2015/04/01/arkansas-governor-sends-religious-freedom-bill-back-to-legislature-seeks.html,Brad Blakeman and Joe Lestingi on the growing debate over state legislation,,['Asa Hutchinson'],
65NYT,Arkansas Governor’s Son Thrust Into Spotlight Over Religious Exception Bill,https://mobile.nytimes.com/2015/04/02/us/arkansas-governors-son-thurst-into-spotlight-over-religious-freedom-bill.html,"Seth Hutchinson, a son of Gov. Asa Hutchinson of Arkansas, is a union organizer.",,"['Asa Hutchinson', 'Seth Hutchinson']",
66FOX,IRS extends tax benefits to married gay couples,http://www.foxnews.com/politics/2013/08/29/irs-issues-tax-rules-for-married-gay-couples/,Full benefits will now be available to all couples,,['joint tax rule for homosexual couples'],
66NYT,Gay Marriages Get Recognition From the I.R.S.,http://www.nytimes.com/2013/08/30/us/politics/irs-to-recognize-all-gay-marriages-regardless-of-state.html,"In June, supporters of same-sex marriage in West Hollywood, Calif., celebrated the Supreme Court’s ruling striking down the Defense of Marriage Act.",,['joint tax rule for homosexual couples'],
67FOX,AARP Pushes Back on Claim About Social Security Concessions as Lawmakers Push Reform,http://www.foxnews.com/politics/2011/06/17/stage-set-for-social-security-talks-lawmakers-push-reform-aarp-reportedly-open,"          Sen. Kay Bailey Hutchison visits Wharton, Texas, March 1, 2010.
          (AP)",,"['AARP', 'Barack Obama', 'social security']",
67NYT,AARP Open to Social Security Cuts,http://www.nytimes.com/2011/06/18/us/18aarp.html,NONE,,"['AARP', 'social security', 'fiscal conservatives']",
68FOX,"Federal prosecutors plan to file charges against Rep. Grimm, attorney says",http://www.foxnews.com/politics/2014/04/25/federal-prosecutors-plan-to-file-charges-against-rep-grimm-attorney-says.html,"          Jan 2, 2013: Representative Michael Grimm (R-NY) talks to the media. (Reuters)
          ",,"['Michael Grimm', 'Justice Department']",
68NYT,"Indictment Expected for Grimm, Staten Island Congressman",https://www.nytimes.com/2014/04/26/nyregion/indictment-expected-for-representative-michael-grimm.html,Representative Michael G. Grimm,,"['Michael Grimm', 'Justice Department']",
69FOX,"Republicans challenge Clinton claims on budget cuts, Benghazi cable",http://www.foxnews.com/politics/2013/01/24/republicans-challenge-clinton-claims-on-budget-cuts-benghazi-cable/,All-Star panel weighs in,,"['Hillary Clinton', 'Republican Lawmakers', 'Democratic Lawmakers']",
69NYT,"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack",http://www.nytimes.com/2013/01/24/us/testifying-on-benghazi-clinton-cites-new-security-steps.html,Secretary of State Hillary Rodham Clinton faced tough questions over the attack on an American mission.,,"['Hillary Clinton', 'Republican Lawmakers']",
06FOX,Reid Breaks With Obama Over Proposed Ground Zero Mosque,http://www.foxnews.com/politics/2010/08/16/white-house-says-politics-factor-decision-enter-mosque-debate/,"President Obama has expressed his support for the construction of a Muslim community center and mosque near the World Trade Center site in downtown Manhattan, as many protest the plan, saying it is wrong to build a mosque so close to the site of the Sept. 11 attacks. ",,"['Harry Reid', 'Barack Obama']",
06NYT,G.O.P. Seizes on Mosque Issue Ahead of Elections,https://www.nytimes.com/2010/08/17/us/politics/17mosque.html,Senator Harry Reid of Nevada.,,"['Harry Reid', 'Barack Obama', 'Republicans', 'Democrats']",
70FOX,"President Trump takes office vowing to restore prosperity, ‘fight’ for country",https://www.foxnews.com/politics/president-trump-takes-office-vowing-to-restore-prosperity-fight-for-country,President Trump delivers his inaugural address,,['Donald Trump'],
70NYT,"Donald Trump Is Sworn In as President, Capping His Swift Ascent",https://www.nytimes.com/2017/01/20/us/politics/trump-inauguration-day.html,"“From this day forward, it's going to be only America first, America first,” President Trump declared in a forceful 16-minute Inaugural Address.",,['Donald Trump'],
71FOX,"Chick-fil-A Appreciation Day brings out supporters, protesters",http://www.foxnews.com/politics/2012/08/01/chick-fil-appreciation-day-brings-out-supporters-more-protestors,Former Arkansas Governor Mike Huckabee on turnout,,"['Chick-Fil-A', 'GOP leaders', 'protesters']",
71NYT,Chick-fil-A Draws Huge Crowds for Appreciation Day,http://thelede.blogs.nytimes.com/2012/08/01/chick-fil-a-draws-huge-crowds-for-appreciation-day/,NONE,,"['Chick-Fil-A', 'GOP leaders']",
72FOX,"Obama endorses Clinton for president, on heels of Sanders meeting",http://www.foxnews.com/politics/2016/06/09/obama-endorses-clinton-for-president-on-heels-sanders-meeting.html,Calls her the most qualified candidate to run for the presidency,,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",
72NYT,Bernie Sanders Meets President Obama and Pledges to Work to Defeat Donald Trump,https://mobile.nytimes.com/2016/06/10/us/politics/bernie-sanders-obama-washington.html,The Democratic presidential candidate Bernie Sanders announced that he will talk with Hillary Clinton soon about making sure Donald J. Trump does not become president.,,"['Barack Obama', 'Bernie Sanders']",
73FOX,"While Blumenthal Retains Washington Support, Republicans Smell Opening in CT",http://www.foxnews.com/politics/2010/05/18/while-blumenthal-retains-washington-support-republicans-smell-opening-in-ct.html,NONE,,['Richard Blumenthal'],
73NYT,Richard Blumenthal's Words on Vietnam Service Differ From History,http://www.nytimes.com/2010/05/18/nyregion/18blumenthal.html,Attorney General Richard Blumenthal of Connecticut is running for a seat in the Senate.,,['Richard Blumenthal'],
74FOX,"House approves sweeping Dem election reform bill, amid First Amendment concerns",https://www.foxnews.com/politics/house-approves-sweeping-dem-election-reform-bill-amid-first-amendment-concerns,NONE,,"['House Democrats', 'House Republicans']",
74NYT,House Passes Democrats’ Centerpiece Anti-Corruption and Voting Rights Bill,https://www.nytimes.com/2019/03/08/us/politics/house-democrats-anticorruption-voting-rights.html,Speaker Nancy Pelosi and House members spoke on the steps of the Capitol on Friday about the For the People Act.,,"['House Democrats', 'House Republicans', 'Donald Trump']",
75FOX,"As Mueller findings released, 2020 Dems demand to see 'whole damn report'",https://www.foxnews.com/politics/as-mueller-findings-released-2020-dems-demand-whole-report,Trump opponents are trying to keep the focus on the Russia investigation as the White House seeks to move on; Peter Doocy reports from Washington.,,"['William Barr', 'House Democrats', 'Donald Trump']",
75NYT,2020 Candidates Demand Full and Immediate Release of Mueller Report,https://www.nytimes.com/2019/03/22/us/politics/mueller-report-2020-candidates.html,Senator Cory Booker was among the Democratic presidential candidates urging the swift public release for the Mueller report. ,,"['William Barr', 'Democrats presidential candidates', 'Donald Trump']",
76FOX,"Senate Republicans Vow to Block Dem Legislation Until Tax Cuts, Budget Pass",https://www.foxnews.com/politics/senate-republicans-vow-to-block-dem-legislation-until-tax-cuts-budget-pass,"          In this Nov. 16 photo, Republican Senate Leader Mitch McConnell, left, accompanied by Sen. Lamar Alexander, R-Tenn., center, and Sen. John Cornyn, R-Texas, speaks at a news conference on Capitol Hill. (AP Photo)
          ",,"['Democrats', 'Republicans']",
76NYT,Senate Republicans: No Legislation Until After Tax Cut Extension,https://thecaucus.blogs.nytimes.com/2010/12/01/senate-republicans-no-legislation-until-after-tax-cut-extension/,NONE,,"['Democrats', 'Republicans']",
77FOX,"FBI fires Peter Strzok, months after anti-Trump texts revealed",http://www.foxnews.com/politics/2018/08/13/fbi-fires-peter-strzok-months-after-anti-trump-texts-revealed.html,"Strzok's attorney says the FBI's decision is a 'departure from typical bureau practice'; reaction from Rep. Darrell Issa, Republican member of the House Judiciary Committee.",,"['Donald Trump', 'Peter Strzok']",
77NYT,"F.B.I. Agent Peter Strzok, Who Criticized Trump in Texts, Is Fired",https://www.nytimes.com/2018/08/13/us/politics/peter-strzok-fired-fbi.html,"Peter Strzok, a top F.B.I. counterintelligence agent who was taken off the special counsel investigation after his disparaging texts about President Trump were uncovered, was fired.",,"['Donald Trump', 'Peter Strzok']",
78FOX,Benghazi emails underscore State Department’s concern over failure to act on warnings,http://www.foxnews.com/politics/2013/05/13/benghazi-emails-underscore-state-departments-concern-over-failure-to-act-on/,"Republicans, Democrats go head-to-head",,"['Hillary Clinton', 'State Department officials', 'Obama administration']",
78NYT,E-Mails Show Jostling Over Benghazi ‘Talking Points’,http://www.nytimes.com/2013/05/16/us/politics/e-mails-show-jostling-over-benghazi-talking-points.html,"The diplomatic post in Benghazi, Libya, after the attack last year that killed four Americans.",,"['Michael Morell', ""Obama's administration"", 'State Department', 'Republican lawmakers']",
79FOX,Shooting spurs calls for new lawmaker security measures,http://www.foxnews.com/politics/2017/06/15/shooting-spurs-calls-for-new-lawmaker-security-measures.html,Virginia congressman says town halls may need tighter security,,"['Steve Scalise', 'Democratic Lawmakers', 'Republican Lawmakers']",
79NYT,"Shooting Brings Rare Comity to the Capital, but Will It Last?",https://mobile.nytimes.com/2017/06/15/us/politics/shooting-brings-rare-comity-to-the-capitol-but-will-it-last.html,"The day after a shooting at a baseball practice left four injured, including Steve Scalise, the majority whip of the House of Representatives, the bipartisan congressional baseball game played on.",,"['Democratic Lawmakers', 'Republican Lawmakers']",
07FOX,Adam Schiff urged to step down as chairman by House Intelligence Committee Republicans,https://www.foxnews.com/politics/adam-schiff-urged-to-step-down-by-gop-members-on-house-intelligence-committee,The nine Republicans on the House Intelligence Committee present a letter calling for the resignation of Democrat Chair Adam Schiff over his repeated claims of Trump-Russia collusion after the release of the Mueller report.,,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",
07NYT,Demands for Adam Schiff's Head Highlight Chasm That Only Widened With Mueller's Conclusion,https://www.nytimes.com/2019/03/28/us/politics/adam-schiff-resign.html,"Republicans in the House Intelligence Committee called for the chairman, Representative Adam Schiff, to step down.",,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",
80FOX,Supreme Court Questions Claims in Sex Bias Suit Against Wal-Mart,http://www.foxnews.com/politics/2011/03/29/supreme-court-questions-claims-sex-bias-suit-wal-mart/,"          People line up outside the Supreme Court in Washington March 29 to attend a hearing on women employees against Wal-Mart.
          (AP)",,"['Walmart', 'plaintiffs', 'supreme court']",
80NYT,Justices Take Up Crucial Issue in Wal-Mart Suit,https://www.nytimes.com/2011/03/30/business/30walmart.html,Demonstrators gathered in front of the Supreme Court in Washington to show their support for female workers suing Wal-Mart Stores for alleged workplace discrimination in March.,,"['Walmart', 'plaintiffs', 'supreme court']",
81FOX,Who is Dave Brat?,http://www.foxnews.com/politics/2014/06/10/who-is-dave-brat-political-novice-who-beat-house-majority-leader-eric-cantor/,Brat reacts to 'political earthquake',,"['Eric Cantor', 'David Brat']",
81NYT,"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset",https://www.nytimes.com/2014/06/11/us/politics/eric-cantor-loses-gop-primary.html,"Eric Cantor, a Republican, gave a concession speech in Richmond, Va.",,"['Eric Cantor', 'David Brat']",
82FOX,"Bloomberg says Trump a 'dangerous demagogue,' endorses Clinton at DNC",http://www.foxnews.com/politics/2016/07/27/bloomberg-says-trump-dangerous-demagogue-endorses-clinton-at-dnc.html,Former New York City mayor addresses the Democratic National Convention,,"['Michael Bloomberg', 'Donald Trump']",
82NYT,"For Trump and Bloomberg, Cordial Ties Have Soured",https://www.nytimes.com/2016/07/29/nyregion/for-trump-and-bloomberg-cordial-ties-have-soured.html,"Former Mayor Michael R. Bloomberg of New York and Donald J. Trump at the Trump National Golf Club, in the city’s northern suburbs, in 2007.",,"['Michael Bloomberg', 'Donald Trump']",
83FOX,GOP Smackdown: Rep. Labrador Enters The Race For House Majority Leadership,http://latino.foxnews.com/latino/politics/2014/06/13/rep-labrador-is-running-against-rep-mccarthy-for-house-majority-leadership/,HTTP Error,,"['Raul Labrador', 'Kevil McCarthy']",
83NYT,"Idaho Republican, Appealing to Right, Enters Race to Replace Cantor",http://mobile.nytimes.com/2014/06/14/us/idaho-republican-appealing-to-right-enters-race-to-replace-cantor.html,"Representative Raúl R. Labrador, a Republican of Idaho, has jumped into the race for House majority leader.",,"['Raul Labrador', 'Kevil McCarthy']",
84FOX,"Trump Sends Investigators to Hawaii, Gains in GOP Presidential Primary Poll",http://www.foxnews.com/politics/2011/04/07/trump-sends-investigators-hawaii-gains-gop-presidential-primary-poll/,"          If Donald Trump became president, Melania Trump would become the first foreign-born first lady since Louisa Adams, wife of John Quincy Adams, the sixth U.S. president who served from 1825-1829.
          (AP)",,"['Donald Trump', 'Barack Obama']",
84NYT,Trump Plans Meeting on Arizona Birth Bill ,http://thecaucus.blogs.nytimes.com/2011/04/07/trump-plans-meeting-on-arizona-birth-bill/,NONE,,"['Donald Trump', 'Barack Obama']",
85FOX,Jackson pleads guilty over illegal campaign spending spree,http://www.foxnews.com/politics/2013/02/20/jackson-pleads-guilty-to-misuse-campaign-funds/,"          Feb. 20, 2013: Former Illinois Rep. Jesse Jackson Jr. arrives at the E. Barrett Prettyman Federal Courthouse in Washington.
          (AP)",,['Jesse Jackson'],
85NYT,Jesse Jackson Jr. Pleads Guilty in Campaign Money Case,http://www.nytimes.com/2013/02/21/us/politics/jesse-l-jackson-jr-pleads-guilty-to-wire-and-mail-fraud.html,Jesse L. Jackson Jr. entering court in Washington on Wednesday morning.,,['Jesse Jackson'],
86FOX,Defense Secretary James Mattis to leave as of January 1; Trump taps Patrick Shanahan as acting secretary of defense,https://www.foxnews.com/politics/defense-secretary-james-mattis-to-leave-as-of-january-1-trump-taps-patrick-shanahan-as-acting-secretary-of-defense,Former Trump campaign manager Corey Lewandowski and former deputy assistant secretary of state in the Obama administration Joel Rubin debate.,,"['James Mattis', 'Donald Trump']",
86NYT,"Jim Mattis, Defense Secretary, Resigns in Rebuke of Trump’s Worldview",https://www.nytimes.com/2018/12/20/us/politics/jim-mattis-defense-secretary-trump.html,"Jim Mattis, the secretary of defense, found himself at odds with President Trump on several issues, including NATO policy and a military parade.",,"['James Mattis', 'Donald Trump']",
87FOX,Perry TV Ad: I Can Defend Faith from Obama’s “War on Religion,http://www.foxnews.com/politics/2011/12/07/perry-tv-ad-can-defend-faith-from-obamas-war-on-religion/,NONE,,"['Rick Perry', 'Barack Obama']",
87NYT,Perry Ad Focuses on Gays and Christianity,http://thecaucus.blogs.nytimes.com/2011/12/07/perry-ad-focuses-on-gays-and-christianity/,NONE,,"['Rick Perry', 'Barack Obama']",
88FOX,Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,http://www.foxnews.com/us/2014/02/26/arizona-gov-jan-brewer-jets-home-amid-furor-over-bill-allowing-denial-service/print,HTTP Error,,"['Jan Brewer', 'SB 1062 bill']",
88NYT,Governor of Arizona Is Pressed to Veto Bill,https://www.nytimes.com/2014/02/25/us/governor-of-arizona-is-pressed-to-veto-bill.html,NONE,,"['Jan Brewer', 'SB 1062 bill']",
89FOX,"Washington gov, Seattle mayor ban official travel to Indiana in wake of 'religious freedom' law",http://www.foxnews.com/politics/2015/03/31/seattle-mayor-bans-official-travel-to-indiana-amid-opposition-to-state-new.html,Gov. Mike Pence defends the law saying it's designed to protect people from being forced to do something that goes against their beliefs,,"['Mike Pence', 'Ed Murray', 'Jay Inslee', 'Religious Freedom Restoration Act']",
89NYT,Indiana Governor Says Legislators May Clarify Religious Beliefs Law,https://www.nytimes.com/2015/03/30/us/politics/legislators-in-indiana-may-clarify-beliefs-law.html,NONE,,"['Mike Pence', 'Religious Freedom Restoration Act']",
08FOX,"In first foreign policy speech, candidate Rubio pushes stronger U.S. leadership",http://www.foxnews.com/politics/2015/05/13/in-first-foreign-policy-speech-candidate-marco-rubio-pushes-stronger-us.html,"          WAUKEE, IA - APRIL 25:  Senator Marco Rubio (R-FL) speaks to guests gathered at the Point of Grace Church for the Iowa Faith and Freedom Coalition 2015 Spring Kickoff on April 25, 2015 in Waukee, Iowa. The Iowa Faith &amp; Freedom Coalition, a conservative Christian organization, hosted 9 potential contenders for the 2016 Republican presidential nominations at the event.  (Photo by Scott Olson/Getty Images)
          (2015 Getty Images)",,"['Marco Rubio', 'Barack Obama']",
08NYT,Marco Rubio to Outline His Approach to Foreign Policy,https://www.nytimes.com/politics/first-draft/2015/05/13/marco-rubio-to-outline-his-approach-to-foreign-policy/,"Senator Marco Rubio at the Freedom Summit in Greenville, S.C., this month.",,['Marco Rubio'],
90FOX,Susan Rice calls Netanyahu's Capitol Hill speech 'destructive' to US-Israel relations,http://www.foxnews.com/politics/2015/02/25/white-house-adviser-rice-says-netanyahu-capitol-hill-address-destructive-to-us.html,Obama administration downplays global terrorism,,"['Benjamin Netanyahu', 'Susan Rice', 'Joe Biden']",
90NYT,Obama Aide Calls Netanyahu’s Planned Visit ‘Destructive’ to U.S.-Israel Ties,https://www.nytimes.com/2015/02/26/us/politics/susan-rice-calls-netanyahus-planned-visit-destructive-to-us-israel-ties.html,"Susan E. Rice, President Obama’s national security adviser, said that Prime Minister Benjamin Netanyahu’s planned speech to Congress posed a problem for the Israeli-American relationship.",,"['Barack Obama', 'Benjamin Netanyahu', 'Susan Rice']",
91FOX,"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",http://www.foxnews.com/politics/2013/01/16/obama-urges-new-restrictions-on-assault-weapons-magazines-as-part-gun-control/,Announces plans to use 23 executive actions,,"['Barack Obama', 'lawmakers']",
91NYT,Obama Poised to Back Comprehensive Plan to Curb Gun Violence,http://www.nytimes.com/2013/01/15/us/politics/biden-meets-with-house-democrats-on-gun-violence-proposals.html,"Vice President Joseph R. Biden Jr., who is leading a task force to address gun violence, at a White House meeting last week with members of victims’ groups and gun safety organizations.",,"['Barack Obama', 'White House officials and lawmakers']",
92FOX,Massachusetts Gov. Deval Patrick  picks former staffer to fill Kerry's Senate seat,http://www.foxnews.com/politics/2013/01/30/mass-gov-picks-former-staffer-to-fill-kerry-senate-seat-until-june-election/,NONE,,['William Cowan'],
92NYT,William Cowan Named Interim Senator in Massachusetts,http://www.nytimes.com/2013/01/31/us/politics/boston-lawyer-chosen-for-kerrys-senate-seat.html,"From left, Gov. Deval Patrick, William Cowan, Massachusetts' interim senator, and Lt. Gov. Timothy Murray at a news conference on Wednesday.",,['William Cowan'],
93FOX,"Clinton camp releases candidate's clean bill of health, tax returns",http://www.foxnews.com/politics/2015/07/31/clintoncamp-to-release-doctor-note-saying-in-excellent-condition.html,Ongoing email controversy a distraction for Democratic presidential hopeful's campaign,,['Hillary Clinton'],
93NYT,Clintons Report Earnings of $139 Million in Seven Years,https://www.nytimes.com/politics/first-draft/2015/07/31/hillary-clinton-releases-8-years-of-tax-returns,"Hillary Rodham Clinton at a campaign stop in Hopkinton, N.H., on Tuesday.",,"['Hillary Clinton', 'Jeb Bush']",
94FOX,"Rep. Weiner Denies Sending Lewd Photo, Can't Say Whether Image Is Him",http://www.foxnews.com/politics/2011/06/01/rep-weiner-knocks-questions-lewd-photo-says-wont-distracted,NONE,,['Anthony Weiner'],
94NYT,Weiner Denies Sending Photo but Is Less Sure About Its Origin,http://www.nytimes.com/2011/06/02/nyregion/weiner-denies-sending-photo-over-twitter-but-is-less-sure-of-its-origin.html,Representative Anthony D. Weiner sat for interviews on Wednesday.,,['Anthony Weiner'],
95FOX,Hillary Clinton's use of private email address while secretary of state draws scrutiny,http://www.foxnews.com/politics/2015/03/03/hillary-clinton-exclusively-used-private-email-account-while-secretary-state-ny.html,Hillary Clinton's use of her private email exclusively while secretary of state just the latest question to dog her potential 2016 White House run,,['Hillary Clinton'],
95NYT,Hillary Clinton Asks State Department to Vet Emails for Release,https://www.nytimes.com/2015/03/06/us/politics/hillary-clinton-asks-state-dept-to-review-emails-for-public-release.html,"Hillary Rodham Clinton, then secretary of state, after addressing the United Nations Security Council in 2012.",,['Hillary Clinton'],
96FOX,"'Jail!' Trump slams 'crooked' Hillary aide Huma, calls on 'Deep State' DOJ to act",http://www.foxnews.com/politics/2018/01/02/jail-trump-slams-crooked-hillary-aide-huma-calls-on-deep-state-doj-to-act.html,Daily Caller investigative reporter Luke Rosiak explains.,,"['Donald Trump', 'Hillary Clinton']",
96NYT,Trump Accuses Former Clinton Aide of Failing to Follow Security Protocols,https://www.nytimes.com/2018/01/02/us/politics/trump-clinton-aide-huma-abedin.html,"Hillary Clinton and her longtime aide Huma Abedin on the campaign plane in October 2016 in White Plains, N.Y., during her bid for the presidency.",,"['Donald Trump', 'Hillary Clinton']",
97FOX,"Federal prosecutors subpoena Christie's campaign, NJ GOP committee",http://www.foxnews.com/politics/2014/01/23/federal-prosecutors-subpoena-new-jersey-gov-christie-campaign-gop/,"          Aug 15, 2013: New Jersey Gov. Chris Christie speaks to fellow Republicans during the Republican National Committee summer meeting in Boston.
          ",,['Chris Christie'],
97NYT,U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,https://mobile.nytimes.com/2014/01/24/nyregion/us-attorney-issues-subpoena-to-christies-re-election-campaign.html,NONE,,['Chris Christie'],
